,id,artist_song,artist,genre
219,3MmdfbVHH54F47uwbyGdka,Star Social Club part 1.mp3,Osita Osadebe,Highlife
220,25wFH8bK6mz3BZJEXhRfmC,Onu Kwulunjo.mp3,Osita Osadebe,Highlife
221,ZSLQK35zmvqZRvaSaSHDqj,Onye Ije Anatago.mp3,Osita Osadebe,Highlife
222,VEsftHmPU4mhV5iFBDjZqN,Nwanne Dinamba.mp3,Osita Osadebe,Highlife
223,6rJEidPM69yohCcQd79BaD,Onu Kwulu Njo.mp3,Osita Osadebe,Highlife
224,GphFMJ5aEunbF6R2doxyNH,Osondi Owendi.mp3,Osita Osadebe,Highlife
225,PUbrhrCNdT5TtiVs8BHNLL,Kedu America.mp3,Osita Osadebe,Highlife
226,3LGXXcNrQ9ErK3nAdv36wE,Yoba Chukwu.mp3,Osita Osadebe,Highlife
227,siJ4dQwoosbgFAZ2xRjz4c,Ka-Anyi Jikota.mp3,Osita Osadebe,Highlife
228,AkM2DaZB2L9jc4NusirAZZ,Oyolima.mp3,Osita Osadebe,Highlife
229,KCWGLoR4rh9i9YfpCusLPc,Onu Uwa Ana Masi Ife Uwa.mp3,Osita Osadebe,Highlife
230,hkxMAZMGxMLZQd9hhkY5t2,Onuigbo.mp3,Osita Osadebe,Highlife
231,jTKFMWaeqdFF2sSQEtyP75,Merengue.mp3,Osita Osadebe,Highlife
232,PHvmYCrshMCqFP7cfEpwHc,Ozubulu Brothers.mp3,Osita Osadebe,Highlife
233,VCwitBCsGE4rbvXAfAaYbS,Nri Sports Di Uso.mp3,Osita Osadebe,Highlife
234,x2dtWzBhj3BpDTatuZMWH9,Ndidi Kanma.mp3,Osita Osadebe,Highlife
235,eDrpAtBgAtSAqsELomH2G9,Kwue Nkeyi.mp3,Osita Osadebe,Highlife
236,6dp6SN96HnDwjQyY6wDLFR,Ndi Ochongonoko.mp3,Osita Osadebe,Highlife
237,AaqdexPDSSbf9ZMFygC9R7,Peoples Club.mp3,Osita Osadebe,Highlife
238,EV6t8wAVueqDcyyTMxQv9T,Nwanne ebezina.mp3,Osita Osadebe,Highlife
239,4t5Bme5D7hxX3DvywNNSfj,Onu Kwube - Odindu Nyuliba.mp3,Osita Osadebe,Highlife
240,uzTkGUgKrVm84ehMNKYY2N,Makojo.mp3,Osita Osadebe,Highlife
241,ZTG94xD7egCujFNgSTcsDC,Nyem Obi Gi.mp3,Osita Osadebe,Highlife
242,TsSLUdNKCKr223ApitANk8,Gwam Okwu.mp3,Osita Osadebe,Highlife
243,5e3XFDVEcGWdBYZgjPSoU5,Onye Bu Chi.mp3,Osita Osadebe,Highlife
244,h8P3GM3bN8qFVE6bVjW6gn,Nigeria Kanyi Jikotta.mp3,Osita Osadebe,Highlife
245,3Jz4KSS3Ty3gqFBQZRQqoP,Peoples Club Odogwu.mp3,Osita Osadebe,Highlife
246,oqB8KmptEkigcjkfBEWmL3,Unreleased Cardinal Rex Jim Lawson - Akaso Inyingi 1965.mp3,Rex Lawson,Highlife
247,WC4BJna9eScWw4eGBXSme5,Rex Lawson - Uwei Bo Nua.mp3,Rex Lawson,Highlife
248,iFTZkVQqHEfBLrPB8MbCAG,Rex LawsonLove Mu Adure.mp3,Rex Lawson,Highlife
249,cLPtb5uoiackwRfLsrpzxC,Cardinal Rex Lawson  his Mayors Band of Nigeria - Tamuno bo ibro ma Philips.mp3,Rex Lawson,Highlife
250,QwdD5PMrB9RekMPnyKyqNW,Rex Lawson - Ibi Na Bo.mp3,Rex Lawson,Highlife
251,6JPX3cYVYzzrYFty7fXZj9,Rex LawsonEne Bate.mp3,Rex Lawson,Highlife
252,k4zktNU8etfKSsrFT7fDpL,Cardinal Rex Lawson - Sawale Audio.mp3,Rex Lawson,Highlife
253,3MFB8jpV4R4u5d5cNwoC7X,Unreleased Cardinal Rex Jim Lawson - So Ala Temem 1965.mp3,Rex Lawson,Highlife
254,sJA8VcuyDZo6mwetwGHLHf,Rex Lawson - Udeaja.mp3,Rex Lawson,Highlife
255,uTkVpTxCBD8cfb9s9zmASJ,Rex Lawson - Jolly Papa.mp3,Rex Lawson,Highlife
256,3koE7A36VDnrYrHLzkUwhg,OMO PUPA.mp3,Victor Olaiya,Highlife
257,YbSwAgeLeKwMnPoBzd6wcW,Ilu le o.mp3,Victor Olaiya,Highlife
258,vW2xPhi8wJ8BNrgAsp28sm,Omolanke.mp3,Victor Olaiya,Highlife
259,xxdg3CFusCCU5Ywv882AJi,I feel alright.mp3,Victor Olaiya,Highlife
260,VhG8fDfedhdnTKEvTwQsha,Yabomisa Sawale.mp3,Victor Olaiya,Highlife
261,tcB7K6jiAKfkvqBLQ9rEH7,Things Got To Get Better - 197.mp3,Victor Olaiya,Highlife
262,FWEJk3NVsXwM89XRqUfWf3,Kinrinjingbin.mp3,Victor Olaiya,Highlife
263,6Px8RWVfHyzwVz7qMEC2EG,Okere Gwonko I Feel Alright.mp3,Victor Olaiya,Highlife
264,eBi2ZNDhAqJAA5KW9Whk6m,Lafia We Lawani.mp3,Victor Olaiya,Highlife
265,GcTyzUPy4g5iwqHd66GSt8,Soro Jeje Fum Arogbo 196X.mp3,Victor Olaiya,Highlife
266,vGq4abMwur4Br6AfzX9UU7,LABALABA.mp3,Victor Olaiya,Highlife
267,jtwng9LUgrHbeuLwgikitK,Mr Judge.mp3,Victor Olaiya,Highlife
268,Pdrt84MVJkU2bbJEUNZcKM,Let Yourself Go There Was A Time.mp3,Victor Olaiya,Highlife
269,T4qXs6K68k9qAk98XkeVpR,Mofe Muyan.mp3,Victor Olaiya,Highlife
270,teMLtLVKuYrqvLhrBN3NkC,Moonlight Highlife.mp3,Victor Olaiya,Highlife
271,kNcVZw3eukRBMv4nbETu7N,Oruku Tindi Tindi.mp3,Victor Olaiya,Highlife
272,nAZM7oJteJAfvuzbfHSdQS,Mother Popcorn.mp3,Victor Olaiya,Highlife
273,FhEa6xoMVtn5cW6HmyK7EN,Iye Jemila.mp3,Victor Olaiya,Highlife
274,meUx2WfP2BDubp2kQ3E2qE,Omelebele.mp3,Victor Olaiya,Highlife
275,SWv5EnBRcVLULrrLTugdHb,OMO OLOYE  -  FATAI ROLLING DOLLAR.mp3,Fatai Rolling Dollar,Highlife
276,rcDJX8bfSauW6u7SYuQz44,Fatai Rolling Dollar   To Ba Fe Mo Dollar  Official Video.mp3,Fatai Rolling Dollar,Highlife
277,2DVBoexAxpLUNW3FGyWtYU,Fatai Rolling Dollar Awure Banza African Party Music.mp3,Fatai Rolling Dollar,Highlife
278,ZzwNjFFXJ8eu4DHcvHJZAJ,Fatai Rolling Dollar   Morocco Special  Official Video.mp3,Fatai Rolling Dollar,Highlife
279,dRyiwkYS2H5Gg2EX86KyEh,Feso Jaiye- The Sahara all stars of jos.mp3,Fatai Rolling Dollar,Highlife
280,eWZ6idMgZreHu7nP9kmCLB,Fatai Rolling Dollar - She Go Run Away Audio.mp3,Fatai Rolling Dollar,Highlife
281,RUjkEU79hgEHQ2A7Dz96LE,Fatai Rolling Dollar - Sorry Sorry No Dey feat Chief Seni Tejuoso.mp3,Fatai Rolling Dollar,Highlife
282,VMr3SsewgFfiNUZNT27yv4,Fatai Rolling Dollar   Mama Mi A Ba Wi  Official Video.mp3,Fatai Rolling Dollar,Highlife
283,HZUAVPXUsfqBPEUa4dexLh,Fatai Rolling Dollar   Saworo  Official Video.mp3,Fatai Rolling Dollar,Highlife
284,vfPW87PC6VNZEhdaqAJ6P2,Fatai Rolling Dollar - Sisi Jaiye Jaiye  Saworo Audio.mp3,Fatai Rolling Dollar,Highlife
285,ygKc3SmCuVzjcrkoNAjkta,Fatai Rolling Dollar   I Am Not A Banker  Official Video.mp3,Fatai Rolling Dollar,Highlife
286,iBHzcp2njwuvMyzA4ScVrY,Fatai Rolling Dollar - Ori Wa A Dara.mp3,Fatai Rolling Dollar,Highlife
287,Njtb3MK8XJzQvQfszGKZqM,Fatai Rolling Dollar   Won Kere Si Number  Official Video.mp3,Fatai Rolling Dollar,Highlife
288,B6NpTvUA7tPLPJWEp2Vq3U,happy day from me to you.mp3,Victor Uwaifo,Highlife
289,H4ugnyJhdRRezXPebfDEED,ekassa 28 ebibi.mp3,Victor Uwaifo,Highlife
290,duQmx7yTk5SDwK4peyPK2S,guitar boy.mp3,Victor Uwaifo,Highlife
291,iUgEytbd3VB4NdDWwUFprS,ohue.mp3,Victor Uwaifo,Highlife
292,gRgFKTMVxojRLDjgsyMxoY,obrosho.mp3,Victor Uwaifo,Highlife
293,hAfMvKwmYsCQUdcHUGYe9U,osalobua rekpama.mp3,Victor Uwaifo,Highlife
294,86HBqw9K39v4d9RxQEh6HL,ekassa 1 dododo.mp3,Victor Uwaifo,Highlife
295,KwHshW8gfnbyUXnn2oLzhE,joromi.mp3,Victor Uwaifo,Highlife
296,Wr4ShJNXcEyAua4GY8Z7oT,obodo eyo.mp3,Victor Uwaifo,Highlife
297,NDZ7AbxyDMfGCUxBHwepSe,ekassa 42 idogo.mp3,Victor Uwaifo,Highlife
298,rgS2yhLQLMYRYjxjpinX78,iye iye oh.mp3,Victor Uwaifo,Highlife
299,3ypGZAhLMzTdskxpiymUWm,kirikisi.mp3,Victor Uwaifo,Highlife
300,4rfwvqUt7eTKjCNbzgQf48,ekassa akuyan.mp3,Victor Uwaifo,Highlife
301,rh7bPcdbMLVgdDkN7PCRp5,egbe natete.mp3,Victor Uwaifo,Highlife
302,EvssPQ9byC4pyS5Z6NdoVF,mother witch.mp3,Victor Uwaifo,Highlife
303,rB3zPiUo848yi7bTowWxc2,ekassa 22 do lelezi.mp3,Victor Uwaifo,Highlife
304,Lx5pDLzPnUjujcv5kAe93e,west african safari.mp3,Victor Uwaifo,Highlife
305,BSGwFBQhF42Gvu6SXaPVEd,Dr Sir Warrior - CHI AWU OTU pt 1 - shikwa gi shi.mp3,Oriental Brothers,Highlife
306,vVZdHfah7ruwQw3VaJSCFf,Oriental Brothers - Ihe Onye Ecachi Onye Oso.mp3,Oriental Brothers,Highlife
307,zMbq6BQgiS94VBet9TBNNX,Oriental Brothers International  Onyeoma Nmadu Eji Egbuya.mp3,Oriental Brothers,Highlife
308,HXZQAKWbF3EWtWJgfzcD46,Oriental Brothers - Onye Oma.mp3,Oriental Brothers,Highlife
309,SfJmc8ZJNiPqnrEbSb4A5Q,Oriental Brothers -Ama Onye Wu Onye.mp3,Oriental Brothers,Highlife
310,A5DbcXsHiLj5UhUPuofQLn,The Oriental Brothers International  Otunwa.mp3,Oriental Brothers,Highlife
311,HRrgkL8MgDib7n5ioYPwuL,Oriental Brothers - Anam Ele Chi.mp3,Oriental Brothers,Highlife
312,yTd4i28gHdAkdMicAFDhHa,The Oriental Brothers International  Ihe Onye Eche.mp3,Oriental Brothers,Highlife
313,HamkAh8NsP4A6kWLw2ZVnn,Oriental Brothers - Onye Tara Nye Ibe Ya.mp3,Oriental Brothers,Highlife
314,eQ763raoSFDtDBnXnDfDA4,Uwamwesi Special - Oriental Brothers International.mp3,Oriental Brothers,Highlife
315,SxpwQHTfpsu2VkCj86s3TW,Oriental Brothers International Band  - Anyi Abiala Ozo.mp3,Oriental Brothers,Highlife
316,qKA3NwWgm3ohDUTFYj3os9,Dr Sir Warrior  His Oriental Brothers - AKWA UWA.mp3,Oriental Brothers,Highlife
317,QkMpGceZESzXp4WVmdN2Wa,Oriental Brothers - Ihe Onye Ecachi Onye Oso (1).mp3,Oriental Brothers,Highlife
318,P9pKALAFhhwdKzGrVxdyA4,The Oriental Brothers International  Osa Enwe Akwu.mp3,Oriental Brothers,Highlife
319,mHe3mp3XQ8ypEw3ajpssC5,Oriental Brothers International-Uwa Atualamujo.mp3,Oriental Brothers,Highlife
320,UVBnwMq2qVkNQWLFG68is6,Oriental Brothers - Onye Si Nani Ya Biri.mp3,Oriental Brothers,Highlife
321,ucXeDsLXimNsHcRQt6paXK,EL CADENERO ORIENTAL BROTHERS.mp3,Oriental Brothers,Highlife
322,HkoSAG3PtUeynTSMeshCia,Dr Sir Warrior  His Oriental Brothers - ORIENTALS SPECIAL.mp3,Oriental Brothers,Highlife
323,zus7M6hcVWvmy4ehiR4wkj,Oriental Brothers -Ama Onye Wu Onye (1).mp3,Oriental Brothers,Highlife
324,GJvqvLoiWqm9UXDhkVCdpF,Oriental Brothers - Nwanyi Di Ya Bu Eze.mp3,Oriental Brothers,Highlife
325,8SsB2ad2GR3PgPvrMDiNJE,ANAM ELE CHIE EL OLEA - Oriental Brothers International Band.mp3,Oriental Brothers,Highlife
326,rdvzE6zCyRtqLeVDk7wtxN,The Oriental Brothers International  Otunwa (1).mp3,Oriental Brothers,Highlife
